no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si
1.563,1,563,False,['l'],"[[[[72, 6]], '1-135']]",[],[],['W2-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,,['SP'],None,"Students work in teams to design a tall building, emphasizing the design of vertical load systems, lateral load systems, and floor systems. Uses studies of precedent buildings and metrics of structural performance including material efficiency and embodied carbon to evaluate multiple design concepts.  Simplified calculation methods are validated with advanced numerical simulations. Formal presentations will be used to improve oral and visual communication.",Structural Design Project II,"Baker, William",False,False,False,,False,4.0,10.7,10.5
1.589,1,589,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,Individual study of advanced subjects under staff supervision. Content arranged to suit the particular requirements of the student and interested members of the staff.,Studies in Structural Design and Analysis,"Buyukozturk, Oral",True,False,True,,False,0,0,0
1.631,1,631,False,['l'],"[[[[15, 3], [75, 3]], '1-371']]",[],[],['MW3.30-5'],[],[],False,False,False,False,False,False,False,False,False,3,3,6,G,"2.250, HST.537",1.063,['SP'],None,"Designed for students in engineering and the quantitative sciences who want to explore applications of mathematics, physics and fluid dynamics to infectious diseases and health; and for students in epidemiology, environmental health, ecology, medicine, and systems modeling seeking to understand physical and spatial modeling, and the role of fluid dynamics and physical constraints on infectious diseases and pathologies. The first part of the class reviews modeling in epidemiology and data collection, and highlights concepts of spatial modeling and heterogeneity. The remainder highlights multi-scale dynamics, the role of fluids and fluid dynamics in physiology, and pathology in a range of infectious diseases. The laboratory portion entails activities aimed at integrating applied learning with theoretical concepts discussed in lectures and covered in problem sets. Students taking graduate version complete additional assignments.",Fluids and Diseases,"Bourouiba, Lydia",False,False,False,,False,5.8,10.7,8.0
1.66,1,66,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,"Individual study in advanced topics as arranged between individual students and staff. Choice of subjects from theoretical, experimental, and practical phases of hydromechanics, hydraulic engineering, water resources, hydrology, and environmental engineering.",Problems in Water Resources and Environmental Engineering,"Entekhabi, Dara",True,False,True,,False,0,0,0
1.670,1,670,False,['l'],"[[[[36, 3], [96, 3]], '1-135']]",[],[],['TR11-12.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,"10.621, IDS.521","1.067, 10.421, IDS.065",['SP'],Permission of instructor,"Reviews the contributions of energy systems to global greenhouse gas emissions, and the levers for reducing those emissions. Lectures and projects focus on evaluating energy systems against climate policy goals, using performance metrics such as cost, carbon intensity, and others. Student projects explore pathways for realizing emissions reduction scenarios. Projects address the climate change mitigation potential of energy technologies (hardware and software), technological and behavioral change trajectories, and technology and policy portfolios. Background in energy systems strongly recommended. Students taking the graduate version complete additional assignments and explore the subject in greater depth.",Energy Systems for Climate Change Mitigation,"Trancik, Jessika",False,False,False,,False,0,0,0
1.685,1,685,False,['l'],"[[[[43, 3], [103, 3]], '3-333']]",[],[],['TR2.30-4'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,"2.034, 18.377",,['SP'],Permission of instructor,"A unified treatment of nonlinear oscillations and wave phenomena with applications to mechanical, optical, geophysical, fluid, electrical and flow-structure interaction problems. Nonlinear free and forced vibrations; nonlinear resonances; self-excited oscillations; lock-in phenomena.  Nonlinear dispersive and nondispersive waves; resonant wave interactions; propagation of wave pulses and nonlinear Schrodinger equation.  Nonlinear long waves and breaking; theory of characteristics; the Korteweg-de Vries equation; solitons and solitary wave interactions.  Stability of shear flows.  Some topics and applications may vary from year to year.",Nonlinear Dynamics and Waves,"Akylas, Triantaphyllos",False,True,False,,False,6.3,7.3,5.0
1.713,1,713,False,['l'],"[[[[16, 2], [76, 2]], '48-308']]",[],[],['MW4'],[],[],False,False,False,False,False,False,False,False,False,2,0,4,G,12.834,,['SP'],Permission of instructor,"Topics include the exchange of mass, heat and momentum between the soil, vegetation or water surface and the overlying atmosphere; flux and transport in the turbulent boundary layer; and coupled balance of moisture and energy.",Land-Atmosphere Interactions,"Entekhabi, Dara",False,True,False,,False,0.0,0.0,0.0
1.801,1,801,False,['l'],"[[[[45, 3], [105, 3]], 'E51-057']]",[],[],['TR3.30-5'],[],[],False,False,True,False,False,False,False,False,False,3,0,9,U,"11.021, 17.393, IDS.060","1.811, 11.630, 15.663, IDS.540",['SP'],None,"Analyzes federal and state regulation of air and water pollution, hazardous waste, greenhouse gas emissions, and production/use of toxic chemicals. Analyzes pollution/climate change as economic problems and failure of markets. Explores the role of science and economics in legal decisions. Emphasizes use of legal mechanisms and alternative approaches (i.e., economic incentives, voluntary approaches) to control pollution and encourage chemical accident and pollution prevention. Focuses on major federal legislation, underlying administrative system, and common law in analyzing environmental policy, economic consequences, and role of the courts. Discusses classical pollutants and toxic industrial chemicals, greenhouse gas emissions, community right-to-know, and environmental justice. Develops basic legal skills: how to read/understand cases, regulations, and statutes. Students taking graduate version explore the subject in greater depth.","Environmental Law, Policy, and Economics: Pollution Prevention and Control","Ashford, Nicholas",False,False,False,,True,5.4,8.7,24.0
1.811,1,811,False,['l'],"[[[[45, 3], [105, 3]], 'E51-057']]",[],[],['TR3.30-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,"11.630, 15.663, IDS.540","1.801, 11.021, 17.393, IDS.060",['SP'],None,"Analyzes federal and state regulation of air and water pollution, hazardous waste, greenhouse gas emissions, and production/use of toxic chemicals. Analyzes pollution/climate change as economic problems and failure of markets. Explores the role of science and economics in legal decisions. Emphasizes use of legal mechanisms and alternative approaches (i.e., economic incentives, voluntary approaches) to control pollution and encourage chemical accident and pollution prevention. Focuses on major federal legislation, underlying administrative system, and common law in analyzing environmental policy, economic consequences, and role of the courts. Discusses classical pollutants and toxic industrial chemicals, greenhouse gas emissions, community right-to-know, and environmental justice. Develops basic legal skills: how to read/understand cases, regulations, and statutes. Students taking graduate version explore the subject in greater depth.","Environmental Law, Policy, and Economics: Pollution Prevention and Control","Ashford, Nicholas",False,False,False,,True,5.4,8.7,24.0
1.845,1,845,False,"['b', 'l']","[[[[11, 3], [131, 3]], '48-311']]",[],"[[[[70, 4]], '48-316']]",['MF1.30-3'],[],['W1-3'],False,False,False,False,False,False,False,False,False,3,2,7,G,,,['SP'],1.010 or permission of instructor,"Introduces the terrestrial carbon cycle in a climate change context, with a focus on ecosystem ecology and biogeochemistry. Discussion-based seminars followed by practical classes to solve climate-related questions.",Introduction to the Terrestrial Carbon Cycle and Ecosystem Ecology,"Terrer Moreno, Cesar",False,False,False,,True,0,0,0
1.881,1,881,False,['l'],"[[[[33, 3], [93, 3]], '5-134']]",[],[],['TR9.30-11'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,HST.538,1.088,['SP'],Biology (GIR) and (1.000 or 6.0002),"Provides a thorough introduction to the forces driving infectious disease evolution, practical experience with bioinformatics and computational tools, and discussions of current topics relevant to public health. Topics include mechanisms of genome variation in bacteria and viruses, population genetics, outbreak detection and tracking, strategies to impede the evolution of drug resistance, emergence of new disease, and microbiomes and metagenomics. Discusses primary literature and computational assignments. Students taking graduate version complete additional assignments.",Genomics and Evolution of Infectious Disease,"Lieberman, Tami",False,False,False,,False,0,0,0
